,player_name,0304_salary_adjusted,0405_salary_adjusted,0506_salary_adjusted,0607_salary_adjusted,0708_salary_adjusted,0809_salary_adjusted,0910_salary_adjusted,1011_salary_adjusted,1112_salary_adjusted,1213_salary_adjusted,1314_salary_adjusted,1415_salary_adjusted,1516_salary_adjusted,1617_salary_adjusted,1718_salary_adjusted,1819_salary_adjusted,1920_salary_adjusted,2021_salary_adjusted,2122_salary_adjusted,2223_salary_adjusted,2324_salary,2425_salary_predicted,2526_salary_predicted,2627_salary_predicted
1533,Maxi Kleber,,,,,,,,,,,,,,,"$986,612","$1,620,659","$9,254,549","$9,741,136","$9,542,728","$9,000,000","$11,000,000","$11,000,000","$11,000,000",$0
1534,Dwayne Bacon,,,,,,,,,,,,,,,"$986,612","$1,620,659","$1,872,334","$1,929,669",,,,,,
1535,Daniel Theis,,,,,,,,,,,,,,,"$986,612","$1,620,659","$5,784,093","$5,746,983","$9,030,530","$8,694,369","$9,108,386","$9,522,404",$0,$0
1536,Tyler Dorsey,,,,,,,,,,,,,,,"$986,612","$1,620,659",,,,"$201,802",,,,
1537,Antonius Cleveland,,,,,,,,,,,,,,,"$464,647",,"$92,045",,,,,,,
1538,Cameron Oliver,,,,,,,,,,,,,,,"$362,896",,,"$49,504","$93,331",,,,,
1539,Shaquille Harrison,,,,,,,,,,,,,,,"$278,703","$1,558,676","$1,874,698","$1,051,752","$336,441","$134,862",,,,
1540,Jaylen Morris,,,,,,,,,,,,,,,"$239,684","$90,837",,,"$104,621",,,,,
1541,Nigel Hayes,,,,,,,,,,,,,,,"$234,105",,,,,,,,,
1542,Omari Johnson,,,,,,,,,,,,,,,"$206,240",,,,,,,,,
1543,Naz Long,,,,,,,,,,,,,,,"$202,203","$90,837","$92,045",,,,,,,
1544,Rodney Purvis,,,,,,,,,,,,,,,"$200,666",,,,,,,,,
1545,Milton Doyle,,,,,,,,,,,,,,,"$153,927",,,,,,,,,
1546,Josh Gray,,,,,,,,,,,,,,,"$111,480",,"$92,045","$1,862,670",,,,,,
1547,Walter Lemon Jr,,,,,,,,,,,,,,,"$111,480","$207,249",,,,,,,,
1548,Jaylen Johnson,,,,,,,,,,,,,,,"$105,906",,,,,,,,,
1549,CJ Fair,,,,,,,,,,,,,,,"$100,332",,,,,,,,,
1550,Devin Robinson,,,,,,,,,,,,,,,"$93,445","$90,837",,,,,,,,
1551,Michael Young,,,,,,,,,,,,,,,"$93,445",,,,,,,,,
1552,Erik McCree,,,,,,,,,,,,,,,"$93,445",,,,,,,,,
1553,Eric Griffin,,,,,,,,,,,,,,,"$93,445",,,,,,,,,
1554,Malcolm Miller,,,,,,,,,,,,,,,"$93,445","$537,872","$1,837,295",,,,,,,
1555,Alec Peters,,,,,,,,,,,,,,,"$93,445",,,,,,,,,
1556,Jacob Pullen,,,,,,,,,,,,,,,"$93,445",,,,,,,,,
1557,Jamel Artis,,,,,,,,,,,,,,,"$93,445",,,,,,,,,
1558,PJ Dozier,,,,,,,,,,,,,,,"$93,445","$90,837","$211,830","$2,026,151","$2,083,979","$784,654",,,,
1559,Daniel Hamilton,,,,,,,,,,,,,,,"$93,445","$1,586,724",,,,,,,,
1560,Isaiah Hicks,,,,,,,,,,,,,,,"$93,445","$90,837",,,,,,,,
1561,Luke Kornet,,,,,,,,,,,,,,,"$93,445","$1,904,069","$2,602,841","$2,586,142","$885,961","$2,133,278","$2,413,304",$0,$0,$0
1562,Charles Cooke,,,,,,,,,,,,,,,"$93,445","$89,645",,,,,,,,
1563,Amile Jefferson,,,,,,,,,,,,,,,"$93,445","$90,837",,,,,,,,
1564,Derrick Walton,,,,,,,,,,,,,,,"$93,445",,"$94,486",,"$104,621",,,,,
1565,Matt Williams,,,,,,,,,,,,,,,"$93,445",,,,,,,,,
1566,Myke Henry,,,,,,,,,,,,,,,"$93,445",,,,,,,,,
1567,Vince Hunter,,,,,,,,,,,,,,,"$93,445",,,,,,,,,
1568,Kobi Simmons,,,,,,,,,,,,,,,"$93,445","$89,645","$92,045",,,"$32,795","$2,066,585",$0,$0,$0
1569,Tyrone Wallace,,,,,,,,,,,,,,,"$93,445","$1,586,724",,,"$216,767",,,,,
1570,CJ Williams,,,,,,,,,,,,,,,"$93,445","$90,837",,,,,,,,
1571,Jamil Wilson,,,,,,,,,,,,,,,"$93,445",,,,,,,,,
1572,Ben Moore,,,,,,,,,,,,,,,"$93,445","$261,163",,,,,,,,
1573,Edmond Sumner,,,,,,,,,,,,,,,"$93,445","$528,907","$2,313,637","$2,482,696","$2,530,186","$1,968,175",,,,
1574,Chris Boucher,,,,,,,,,,,,,,,"$93,445","$537,872","$1,837,295","$7,471,078","$7,655,995","$12,690,000","$11,750,000","$10,810,000",$0,$0
1575,Reggie Hearn,,,,,,,,,,,,,,,"$93,445",,,,,,,,,
1576,Monte Morris,,,,,,,,,,,,,,,"$93,445","$1,586,724","$1,837,295","$1,981,222","$9,214,539","$9,125,000","$9,800,926",$0,$0,$0
1577,Torrey Craig,,,,,,,,,,,,,,,"$93,445","$2,351,777","$2,313,637","$1,929,669","$5,319,988","$5,121,951","$2,528,233","$2,845,342",$0,$0
1578,Gian Clavell,,,,,,,,,,,,,,,"$93,445",,,,,,,,,
1579,Johnathan Motley,,,,,,,,,,,,,,,"$93,445","$90,837","$92,045",,,,,,,
1580,London Perrantes,,,,,,,,,,,,,,,"$93,445",,,,,,,,,
1581,Antonio Blakeney,,,,,,,,,,,,,,,"$93,445","$1,586,724",,,,,,,,
1582,Mangok Mathiang,,,,,,,,,,,,,,,"$93,445",,,,,,,,,
1583,Jacob Wiley,,,,,,,,,,,,,,,"$93,445",,,,,,,,,
1584,Yakuba Ouattara,,,,,,,,,,,,,,,"$93,445",,,,,,,,,
1585,Jabari Bird,,,,,,,,,,,,,,,"$93,445","$1,586,724",,,,,,,,
1586,Kadeem Allen,,,,,,,,,,,,,,,"$93,445","$90,837",,,,,,,,
1587,Andrew White,,,,,,,,,,,,,,,"$93,445",,,"$28,734",,,,,,
1588,Tyler Cavanaugh,,,,,,,,,,,,,,,"$93,445","$90,837",,,,,,,,
1589,Josh Magette,,,,,,,,,,,,,,,"$93,445",,,,,,,,,
1590,Xavier Silas,,,,,,,,,,,,,,,"$89,705",,,,,,,,,
1591,Bronson Koenig,,,,,,,,,,,,,,,"$60,482",,,,,,,,,
1592,VJ Beachem,,,,,,,,,,,,,,,"$60,482",,,,,,,,,
1593,Landry Nnoko,,,,,,,,,,,,,,,"$60,482",,,,,,,,,
1594,Andre Ingram,,,,,,,,,,,,,,,"$55,739","$89,645",,,,,,,,
1595,Trey McKinney-Jones,,,,,,,,,,,,,,,"$55,739",,,,,,,,,
1596,Aaron Jackson,,,,,,,,,,,,,,,"$55,739",,,,,,,,,
1597,Jameel Warney,,,,,,,,,,,,,,,"$55,739",,,,,,,,,
1598,Marcus Thornton II,,,,,,,,,,,,,,,"$55,739",,,,,,,,,
1599,Deandre Ayton,,,,,,,,,,,,,,,,"$9,613,877","$11,062,564","$11,514,885","$13,777,464","$30,913,750","$32,459,438","$34,005,126","$35,550,814",$0
1600,Marvin Bagley,,,,,,,,,,,,,,,,"$8,601,578","$9,897,879","$10,302,777","$12,336,964","$12,500,000","$12,500,000","$12,500,000",$0,$0
1601,Luka Doncic,,,,,,,,,,,,,,,,"$7,724,459","$8,888,254","$9,251,907","$11,096,166","$37,096,500","$40,064,220","$43,031,940","$45,999,660","$48,967,380"
1602,Jaren Jackson Jr,,,,,,,,,,,,,,,,"$6,964,459","$8,013,838","$8,341,585","$10,012,296","$28,946,605","$27,102,202","$25,257,798","$23,413,395",$0
1603,Trae Young,,,,,,,,,,,,,,,,"$6,306,619","$7,256,723","$7,553,604","$9,080,829","$37,096,500","$40,064,220","$43,031,940","$45,999,660","$48,967,380"
1604,Mo Bamba,,,,,,,,,,,,,,,,"$5,728,082","$6,591,089","$6,860,794","$8,254,452","$10,300,000","$2,346,614",$0,$0,$0
1605,Wendell Carter,,,,,,,,,,,,,,,,"$5,228,988","$6,017,076","$6,262,878","$7,546,964","$14,150,000","$13,050,000","$11,950,000","$10,850,000",$0
1606,Collin Sexton,,,,,,,,,,,,,,,,"$4,790,288","$5,512,194","$5,737,649","$6,924,935","$16,700,000","$17,325,000","$18,150,000","$18,975,000",$0
1607,Kevin Knox,,,,,,,,,,,,,,,,"$4,403,514","$5,067,004","$5,274,213","$6,375,609","$3,000,000",,,,
1608,Mikal Bridges,,,,,,,,,,,,,,,,"$4,183,106","$4,813,522","$5,010,219","$6,061,241","$20,100,000","$21,700,000","$23,300,000","$24,900,000",$0
1609,Allonzo Trier,,,,,,,,,,,,,,,,"$3,976,855",,,,,,,,
1610,Shai Gilgeous-Alexander,,,,,,,,,,,,,,,,"$3,969,047","$4,572,811","$4,760,019","$5,993,413","$30,913,750","$33,386,850","$35,859,950","$38,333,050","$40,806,150"
1611,Miles Bridges,,,,,,,,,,,,,,,,"$3,770,651","$4,344,316","$4,522,094","$5,912,667",,"$7,921,300",$0,$0,$0
1612,Jerome Robinson,,,,,,,,,,,,,,,,"$3,586,648","$4,127,205","$4,295,892",,,,,,
1613,Michael Porter,,,,,,,,,,,,,,,,"$3,403,209","$3,920,921","$4,081,277","$5,735,163","$30,913,750","$33,386,850","$35,859,950","$38,333,050","$40,806,150"
1614,Troy Brown,,,,,,,,,,,,,,,,"$3,236,845","$3,724,354","$3,876,730","$5,639,004","$1,968,175","$4,000,000","$4,000,000",$0,$0
1615,Zhaire Smith,,,,,,,,,,,,,,,,"$3,075,136","$3,538,476","$1,227,785","$1,164,976","$1,068,200",,,,
1616,Donte DiVincenzo,,,,,,,,,,,,,,,,"$2,921,330","$3,361,483","$3,498,947","$5,099,448","$4,500,000","$10,900,000","$11,445,000","$11,990,000","$12,535,000"
1617,Lonnie Walker,,,,,,,,,,,,,,,,"$2,775,285","$3,197,678","$3,328,330","$4,850,864","$6,479,000","$2,346,614",$0,$0,$0
1618,Kevin Huerter,,,,,,,,,,,,,,,,"$2,646,878","$3,049,697","$3,174,541","$4,638,700","$14,508,929","$15,669,643","$16,830,357","$17,991,071",$0
1619,Josh Okogie,,,,,,,,,,,,,,,,"$2,544,152","$2,927,537","$3,047,096","$4,458,258","$1,968,175","$2,815,937","$2,956,734",$0,$0
1620,Grayson Allen,,,,,,,,,,,,,,,,"$2,442,273","$2,810,375","$2,925,582","$4,422,040","$8,925,000","$8,925,000",$0,$0,$0
1621,Chandler Hutchison,,,,,,,,,,,,,,,,"$2,341,805","$2,698,071","$2,808,481","$4,606,886",,,,,
1622,Aaron Holiday,,,,,,,,,,,,,,,,"$2,251,215","$2,590,348","$2,696,070","$4,341,179","$1,968,175","$2,346,614",$0,$0,$0
1623,Anfernee Simons,,,,,,,,,,,,,,,,"$2,161,048","$2,486,651","$2,588,487","$4,295,665","$22,321,429","$24,107,143","$25,892,857","$27,678,571",$0
1624,Moritz Wagner,,,,,,,,,,,,,,,,"$2,074,549","$2,387,118","$2,740,063","$1,885,879","$1,878,720","$8,000,000","$8,000,000",$0,$0
1625,Landry Shamet,,,,,,,,,,,,,,,,"$2,005,971","$2,307,992","$2,402,284","$4,109,744","$9,500,000","$10,250,000","$11,000,000","$11,750,000",$0
1626,Jonah Bolden,,,,,,,,,,,,,,,,"$1,987,251","$103,935",,,,,,,
1627,Rodions Kurucs,,,,,,,,,,,,,,,,"$1,987,251","$1,965,707","$2,046,100",,,,,,
1628,Robert Williams,,,,,,,,,,,,,,,,"$1,947,977","$2,241,359","$2,333,183","$3,993,742","$10,714,287","$11,571,429","$12,428,571","$13,285,713",$0
1629,Jacob Evans,,,,,,,,,,,,,,,,"$1,935,983","$2,227,893","$2,318,700",,,,,,
1630,Dzanan Musa,,,,,,,,,,,,,,,,"$1,921,872","$2,211,374","$2,302,011",,,,,,
1631,Omari Spellman,,,,,,,,,,,,,,,,"$1,907,902","$2,195,410","$2,285,322",,,,,,
1632,Sviatoslav Mykhailiuk,,,,,,,,,,,,,,,,"$1,749,362","$1,639,040","$1,912,436","$1,885,879","$3,846,895",,,,
1633,Mitchell Robinson,,,,,,,,,,,,,,,,"$1,746,712","$1,804,303","$1,912,436","$1,965,319","$17,045,454","$15,681,818","$14,318,182","$12,954,546",$0
1634,Elie Okobo,,,,,,,,,,,,,,,,"$1,456,295","$1,639,040",,,,,,,
1635,Jalen Brunson,,,,,,,,,,,,,,,,"$1,446,343","$1,639,040","$1,912,436","$1,965,319","$27,733,332","$26,346,666","$24,960,001","$24,960,001",$0
1636,Melvin Frazier,,,,,,,,,,,,,,,,"$1,234,683","$1,639,040",,"$14,498",,,,,
1637,Raymond Spalding,,,,,,,,,,,,,,,,"$1,203,180","$92,045","$332,354",,,,,,
1638,Isaac Bonga,,,,,,,,,,,,,,,,"$1,175,888","$1,639,040","$1,912,436","$1,885,879",,,,,
1639,Devonte Graham,,,,,,,,,,,,,,,,"$1,162,323","$1,639,040","$1,912,436","$11,996,573","$11,550,000","$12,100,000","$12,650,000",$0,$0
1640,De'Anthony Melton,,,,,,,,,,,,,,,,"$1,115,918","$1,639,040","$11,001,693","$9,603,776","$8,250,000","$8,000,000",$0,$0,$0
1641,Chimezie Metu,,,,,,,,,,,,,,,,"$985,940","$1,639,040","$1,046,979","$1,922,501","$1,910,860","$2,346,614",$0,$0,$0
1642,Gary Trent Jr,,,,,,,,,,,,,,,,"$985,940","$1,639,040","$1,912,436","$17,694,945","$17,280,000","$18,560,000",$0,$0,$0
1643,Isaiah Briscoe,,,,,,,,,,,,,,,,"$985,940",,,,,,,,
1644,Hamidou Diallo,,,,,,,,,,,,,,,,"$985,940","$1,639,040","$1,912,436","$5,671,107","$5,200,000",,,,
1645,Kenrich Williams,,,,,,,,,,,,,,,,"$985,940","$1,639,040","$2,298,793","$2,181,195","$2,000,000","$6,175,000","$6,669,000","$7,163,000","$7,163,000"
1646,Keita Bates-Diop,,,,,,,,,,,,,,,,"$985,940","$1,639,040","$516,211","$1,885,879","$1,878,720","$2,346,614","$2,654,644",$0,$0
1647,Jevon Carter,,,,,,,,,,,,,,,,"$985,940","$1,639,040","$4,511,381","$4,479,246","$6,025,000","$6,190,476","$6,500,000","$6,809,524",$0
1648,Alize Johnson,,,,,,,,,,,,,,,,"$985,940","$1,639,040","$714,449","$1,094,675","$192,293",,,,
1649,Isaiah Hartenstein,,,,,,,,,,,,,,,,"$985,940",,"$1,862,670","$1,885,879","$8,854,879","$9,245,121",$0,$0,$0
1650,Khyri Thomas,,,,,,,,,,,,,,,,"$985,940","$1,639,040","$1,219,834",,,,,,
1651,Bruce Brown,,,,,,,,,,,,,,,,"$985,940","$1,639,040","$1,912,436","$5,165,181","$6,479,000","$22,000,000","$23,000,000",$0,$0
1652,Jarred Vanderbilt,,,,,,,,,,,,,,,,"$985,940","$1,639,040","$1,912,436","$4,416,920","$4,374,000","$4,698,000",$0,$0,$0
1653,Ryan Broekhoff,,,,,,,,,,,,,,,,"$985,940","$1,639,040",,,,,,,
1654,Brad Wanamaker,,,,,,,,,,,,,,,,"$985,940","$1,672,409","$2,586,142","$888,747",,,,,
1655,Gary Clark,,,,,,,,,,,,,,,,"$792,692","$831,480","$2,320,008","$884,706",,,,,
1656,Deonte Burton,,,,,,,,,,,,,,,,"$587,944","$1,639,040",,,"$105,522",,,,
1657,Yante Maten,,,,,,,,,,,,,,,,"$452,717",,,,,,,,
1658,Jaylen Adams,,,,,,,,,,,,,,,,"$278,513","$188,973","$516,211",,,,,,
1659,Dairis Bertans,,,,,,,,,,,,,,,,"$228,381",,,,,,,,
1660,BJ Johnson,,,,,,,,,,,,,,,,"$167,105","$92,045",,"$104,621",,,,,
1661,Chris Chiozza,,,,,,,,,,,,,,,,"$161,536","$92,045","$516,211","$504,542",,,,,
1662,Johnathan Williams,,,,,,,,,,,,,,,,"$149,631","$186,531",,,,,,,
1663,Cam Reynolds,,,,,,,,,,,,,,,,"$128,116","$92,045","$38,273",,,,,,
1664,Emanuel Terry,,,,,,,,,,,,,,,,"$111,402",,,"$93,331",,,,,
1665,Justin Bibbs,,,,,,,,,,,,,,,,"$108,368",,,,,,,,
1666,Jordan Loyd,,,,,,,,,,,,,,,,"$90,837",,,,,,,,
1667,Drew Eubanks,,,,,,,,,,,,,,,,"$90,837","$92,045","$1,862,670","$2,442,742","$1,968,175","$2,346,614","$2,654,644",$0,$0
1668,George King,,,,,,,,,,,,,,,,"$90,837",,,"$93,331",,,,,
1669,Haywood Highsmith,,,,,,,,,,,,,,,,"$90,837",,,"$597,321","$1,752,638","$1,902,137",$0,$0,$0
1670,Shake Milton,,,,,,,,,,,,,,,,"$90,837","$1,672,409","$1,955,805","$2,014,047","$1,997,718","$5,000,000","$5,000,000",$0,$0
1671,Troy Caupain,,,,,,,,,,,,,,,,"$90,837",,,,,,,,
1672,Donte Grantham,,,,,,,,,,,,,,,,"$90,837",,,,,,,,
1673,Tyler Davis,,,,,,,,,,,,,,,,"$90,837",,,,,,,,
1674,Trevon Bluiett,,,,,,,,,,,,,,,,"$90,837",,,,,,,,
1675,Jared Terrell,,,,,,,,,,,,,,,,"$90,837",,,,,,,,
1676,Bonzie Colson,,,,,,,,,,,,,,,,"$90,837",,,,,,,,
1677,Duncan Robinson,,,,,,,,,,,,,,,,"$90,837","$1,639,040","$1,912,436","$17,067,852","$16,902,000","$18,154,000","$19,406,000","$19,888,000",$0
1678,Julian Washburn,,,,,,,,,,,,,,,,"$90,837",,,,,,,,
1679,Yuta Watanabe,,,,,,,,,,,,,,,,"$90,837","$92,045","$848,250","$1,922,501","$1,968,175","$2,346,614","$2,654,644",$0,$0
1680,Angel Delgado,,,,,,,,,,,,,,,,"$90,837",,,,,,,,
1681,Trevon Duval,,,,,,,,,,,,,,,,"$90,837",,,,,,,,
1682,Vincent Edwards,,,,,,,,,,,,,,,,"$90,837",,,,,,,,
1683,Marcus Derrickson,,,,,,,,,,,,,,,,"$90,837",,,,,,,,
1684,Zach Lofton,,,,,,,,,,,,,,,,"$90,837",,,,,,,,
1685,Keenan Evans,,,,,,,,,,,,,,,,"$90,837",,,,,,,,
1686,DeVaughn Akoon-Purcell,,,,,,,,,,,,,,,,"$90,837",,,,,,,,
1687,Thomas Welsh,,,,,,,,,,,,,,,,"$90,837",,,,,,,,
1688,Daryl Macon,,,,,,,,,,,,,,,,"$90,837",,,,,,,,
1689,Kostas Antetokounmpo,,,,,,,,,,,,,,,,"$90,837","$92,045","$516,211",,"$172,555",,,,
1690,Deng Adel,,,,,,,,,,,,,,,,"$90,837",,,,,,,,
1691,Jaron Blossomgame,,,,,,,,,,,,,,,,"$90,837",,,,,,,,
1692,Billy Preston,,,,,,,,,,,,,,,,"$90,837",,,,,,,,
1693,Brandon Sampson,,,,,,,,,,,,,,,,"$90,837",,,,,,,,
1694,Rawle Alkins,,,,,,,,,,,,,,,,"$90,837",,,,,,,,
1695,Joe Chealey,,,,,,,,,,,,,,,,"$90,837","$188,973",,,,,,,
1696,JP Macura,,,,,,,,,,,,,,,,"$90,837","$122,832",,,,,,,
1697,Theo Pinson,,,,,,,,,,,,,,,,"$90,837","$1,672,409","$922,025","$480,637","$1,968,175",,,,
1698,Wenyen Gabriel,,,,,,,,,,,,,,,,"$88,191","$1,672,409","$1,862,670","$569,306","$1,878,720",,,,
1699,Billy Garrett,,,,,,,,,,,,,,,,"$79,219",,,,,,,,
1700,Mitch Creek,,,,,,,,,,,,,,,,"$66,843",,,,,,,,
1701,Brandon Goodwin,,,,,,,,,,,,,,,,"$66,843","$604,713","$1,955,805","$375,152",,,,,
1702,Jemerrio Jones,,,,,,,,,,,,,,,,"$61,346",,,"$93,331",,,,,
1703,Tarik Phillip,,,,,,,,,,,,,,,,"$55,701",,,,,,,,
1704,Cody Demps,,,,,,,,,,,,,,,,"$55,701",,,,,,,,
1705,Richard Solomon,,,,,,,,,,,,,,,,"$55,701",,,,,,,,
1706,Kendrick Nunn,,,,,,,,,,,,,,,,"$55,701","$1,639,040","$1,912,436","$5,452,987","$5,250,000",,,,
1707,Dusty Hannahs,,,,,,,,,,,,,,,,"$55,701",,,,,,,,
1708,Stephan Hicks,,,,,,,,,,,,,,,,"$55,701",,,,,,,,
1709,Tahjere McCall,,,,,,,,,,,,,,,,"$55,701",,,,,,,,
1710,Mitchell Creek,,,,,,,,,,,,,,,,"$55,701",,,,,,,,
1711,Isaac Humphries,,,,,,,,,,,,,,,,"$55,701",,,,,,,,
1712,Jordan Sibert,,,,,,,,,,,,,,,,"$55,701",,,,,,,,
1713,Zion Williamson,,,,,,,,,,,,,,,,,"$11,287,588","$11,776,120","$11,705,820","$13,534,817","$34,005,250","$36,725,670","$39,446,090","$42,166,510"
1714,Ja Morant,,,,,,,,,,,,,,,,,"$10,099,304","$10,536,288","$10,473,401","$12,119,440","$34,005,250","$36,725,670","$39,446,090","$42,166,510"
1715,RJ Barrett,,,,,,,,,,,,,,,,,"$9,069,411","$9,461,557","$9,405,226","$10,900,634","$23,883,929","$25,794,643","$27,705,357","$29,616,071"
1716,De'Andre Hunter,,,,,,,,,,,,,,,,,"$8,176,810","$8,530,821","$8,479,832","$9,835,881","$20,089,286","$21,696,429","$23,303,571","$24,910,714"
1717,Darius Garland,,,,,,,,,,,,,,,,,"$7,404,703","$7,724,772","$7,678,766","$8,920,794","$34,005,250","$36,725,670","$39,446,090","$42,166,510"
1718,Jarrett Culver,,,,,,,,,,,,,,,,,"$6,725,327","$7,016,238","$6,974,546","$260,295",,,,
1719,Coby White,,,,,,,,,,,,,,,,,"$6,139,375","$6,405,219","$6,366,646","$7,413,955","$11,111,111","$12,000,000","$12,888,889",$0
1720,Jaxson Hayes,,,,,,,,,,,,,,,,,"$5,624,498","$5,867,853","$5,832,821","$6,803,012","$2,165,000","$2,463,946",$0,$0
1721,Rui Hachimura,,,,,,,,,,,,,,,,,"$5,170,007","$5,393,934","$5,361,552","$6,263,188","$15,740,741","$17,000,000","$18,259,259",$0
1722,Cam Reddish,,,,,,,,,,,,,,,,,"$4,911,528","$5,124,010","$5,093,265","$5,954,454","$2,165,000","$2,463,946",$0,$0
1723,Nicolo Melli,,,,,,,,,,,,,,,,,"$4,745,922","$4,479,699",,,,,,
1724,Cameron Johnson,,,,,,,,,,,,,,,,,"$4,665,958","$4,867,878","$4,838,981","$5,887,899","$25,679,348","$23,625,000","$21,570,652","$23,625,000"
1725,PJ Washington,,,,,,,,,,,,,,,,,"$4,432,743","$4,624,712","$4,596,999","$5,808,435",,,,
1726,Tyler Herro,,,,,,,,,,,,,,,,,"$4,211,051","$4,393,269","$4,367,058","$5,722,116","$27,000,000","$29,000,000","$31,000,000","$33,000,000"
1727,Romeo Langford,,,,,,,,,,,,,,,,,"$4,000,741","$4,173,689","$4,149,025","$5,634,257",,,,
1728,Sekou Doumbouya,,,,,,,,,,,,,,,,,"$3,800,288","$3,964,728","$4,143,322",,,,,
1729,Nickeil Alexander-Walker,,,,,,,,,,,,,,,,,"$3,429,782","$3,578,255","$3,556,962","$5,009,633","$4,687,500","$4,312,500",$0,$0
1730,Goga Bitadze,,,,,,,,,,,,,,,,,"$3,258,480","$3,399,363","$3,379,107","$5,377,520","$2,066,585",$0,$0,$0
1731,Luka Samanic,,,,,,,,,,,,,,,,,"$3,111,749","$3,246,263","$3,659,215","$538,317","$2,066,585",$0,$0,$0
1732,Marko Guduric,,,,,,,,,,,,,,,,,"$3,036,648","$3,160,840",,,,,,
1733,Matisse Thybulle,,,,,,,,,,,,,,,,,"$2,987,090","$3,116,336","$3,097,471","$4,379,526","$10,500,000","$11,025,000","$11,550,000",$0
1734,Vincent Poirier,,,,,,,,,,,,,,,,,"$2,898,748","$3,010,507",,,,,,
1735,Brandon Clarke,,,,,,,,,,,,,,,,,"$2,867,568","$2,991,787","$2,973,928","$4,343,919","$12,500,000","$12,500,000","$12,500,000","$12,500,000"
1736,Grant Williams,,,,,,,,,,,,,,,,,"$2,753,043","$2,872,066","$2,854,966","$4,306,281","$12,405,000","$13,025,250","$13,645,500","$14,265,750"
1737,Darius Bazley,,,,,,,,,,,,,,,,,"$2,643,099","$2,757,586","$2,740,715","$4,264,628","$2,165,000",$0,$0,$0
1738,Ty Jerome,,,,,,,,,,,,,,,,,"$2,537,458","$2,647,106","$2,631,437","$4,728,948","$2,439,025","$2,560,975",$0,$0
1739,Nassir Little,,,,,,,,,,,,,,,,,"$2,435,704","$2,540,902","$2,526,085","$4,171,548","$6,250,000","$6,750,000","$7,250,000","$7,750,000"
1740,Dylan Windler,,,,,,,,,,,,,,,,,"$2,355,051","$2,456,766","$2,442,066","$4,037,277","$559,782",$0,$0,$0
1741,Mfiondu Kabengele,,,,,,,,,,,,,,,,,"$2,287,030","$2,795,737","$20,924","$508,891",,,,
1742,Jordan Poole,,,,,,,,,,,,,,,,,"$2,272,871","$2,371,527","$2,357,261","$3,901,399","$27,955,357","$30,151,786","$32,348,215","$34,544,642"
1743,Keldon Johnson,,,,,,,,,,,,,,,,,"$2,256,490","$2,354,010","$2,340,117","$3,873,024","$20,000,000","$19,000,000","$17,500,000","$17,500,000"
1744,Nigel Williams-Goss,,,,,,,,,,,,,,,,,"$1,735,227",,,,,,,
1745,Isaiah Roby,,,,,,,,,,,,,,,,,"$1,735,227","$1,744,762","$1,944,122","$2,330,681","$2,066,585",$0,$0,$0
1746,Jaylen Nowell,,,,,,,,,,,,,,,,,"$1,619,546","$1,744,762","$1,944,122","$1,930,681",,,,
1747,Bruno Fernando,,,,,,,,,,,,,,,,,"$1,619,546","$1,744,762","$1,944,122","$2,717,391","$2,581,522","$2,717,391","$2,853,260",$0
1748,Kevin Porter,,,,,,,,,,,,,,,,,"$1,493,406","$1,974,641","$1,944,122","$3,217,631","$15,860,000","$15,860,000","$15,860,000","$15,860,000"
1749,Carsen Edwards,,,,,,,,,,,,,,,,,"$1,420,603","$1,744,762","$2,027,818",,,,,
1750,Cody Martin,,,,,,,,,,,,,,,,,"$1,357,306","$1,744,762","$1,944,122","$7,000,000","$7,560,000","$8,120,000","$8,680,000",$0
1751,Admiral Schofield,,,,,,,,,,,,,,,,,"$1,156,818","$1,744,762","$789,309","$877,940",,,,
1752,Terance Mann,,,,,,,,,,,,,,,,,"$1,156,818","$1,744,762","$1,944,122","$1,930,681","$10,576,923","$11,423,077",$0,$0
1753,Miye Oni,,,,,,,,,,,,,,,,,"$1,039,181","$1,744,762","$1,031,989",,,,,
1754,Dewan Hernandez,,,,,,,,,,,,,,,,,"$1,039,181",,,,,,,
1755,Terence Davis,,,,,,,,,,,,,,,,,"$1,039,181","$1,744,762","$4,362,390","$4,000,000",,,,
1756,Matt Thomas,,,,,,,,,,,,,,,,,"$1,039,181","$1,744,762","$1,820,401",,,,,
1757,Justin James,,,,,,,,,,,,,,,,,"$1,039,181","$1,744,762","$104,621",,,,,
1758,DaQuan Jeffries,,,,,,,,,,,,,,,,,"$1,039,181","$1,661,679","$104,621","$799,403","$2,066,585",$0,$0,$0
1759,Jalen Lecque,,,,,,,,,,,,,,,,,"$1,039,181","$1,744,762",,,,,,
1760,Ignas Brazdeikis,,,,,,,,,,,,,,,,,"$1,039,181","$1,938,244","$504,542",,,,,
1761,Naz Reid,,,,,,,,,,,,,,,,,"$1,039,181","$1,744,762","$1,944,122","$1,930,681","$12,950,400","$13,986,432","$15,022,464",$0
1762,KZ Okpala,,,,,,,,,,,,,,,,,"$1,039,181","$1,744,762","$1,944,122","$1,902,133",,,,
1763,Talen Horton-Tucker,,,,,,,,,,,,,,,,,"$1,039,181","$1,744,762","$10,360,677","$10,260,000","$11,020,000",$0,$0,$0
1764,Eric Paschall,,,,,,,,,,,,,,,,,"$1,039,181","$1,744,762","$1,944,122",,,,,
1765,Alen Smailagic,,,,,,,,,,,,,,,,,"$1,039,181","$1,744,762",,,,,,
